,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,0,1,1,0,0,0,0,0,0,2480,3509,-1.0,
1,1,2,1,1,0,0,0,218,242,268,43,-1.0,
2,2,3,1,1,1,0,0,218,242,268,43,-1.0,
3,3,4,1,1,1,1,0,218,242,268,43,-1.0,
4,4,5,1,1,1,1,1,218,243,40,32,93.261055,21
5,5,5,1,1,1,1,2,283,242,90,43,92.853561,"May,"
6,6,5,1,1,1,1,3,390,243,96,33,96.888542,2019
7,7,2,1,2,0,0,0,1105,224,1157,291,-1.0,
8,8,3,1,2,1,0,0,1105,209,1157,306,-1.0,
9,9,4,1,2,1,1,0,2116,224,146,57,-1.0,
10,10,5,1,2,1,1,1,2116,224,146,57,90.47229,OLA
11,11,4,1,2,1,2,0,1105,430,254,85,-1.0,
12,12,5,1,2,1,2,1,1105,430,254,85,91.271255,₹900
13,13,2,1,3,0,0,0,840,632,795,120,-1.0,
14,14,3,1,3,1,0,0,840,632,795,120,-1.0,
15,15,4,1,3,1,1,0,1062,632,341,34,-1.0,
16,16,5,1,3,1,1,1,1062,632,341,34,90.282791,CRN3094612750
17,17,4,1,3,1,2,0,840,709,795,43,-1.0,
18,18,5,1,3,1,2,1,840,709,145,34,91.619911,Thanks
19,19,5,1,3,1,2,2,1000,709,51,34,91.983826,for
20,20,5,1,3,1,2,3,1064,709,176,43,92.848724,travelling
21,21,5,1,3,1,2,4,1255,709,77,34,92.738869,with
22,22,5,1,3,1,2,5,1350,718,53,31,92.574303,"us,"
23,23,5,1,3,1,2,6,1420,709,215,43,91.273689,Abhyendra
24,24,2,1,4,0,0,0,477,848,287,39,-1.0,
25,25,3,1,4,1,0,0,477,848,287,39,-1.0,
26,26,4,1,4,1,1,0,477,848,287,39,-1.0,
27,27,5,1,4,1,1,1,477,848,106,39,93.057793,Ride
28,28,5,1,4,1,1,2,602,848,162,39,92.021019,Details
29,29,2,1,5,0,0,0,220,1035,531,184,-1.0,
30,30,3,1,5,1,0,0,220,1035,531,184,-1.0,
31,31,4,1,5,1,1,0,220,1035,531,184,-1.0,
32,32,5,1,5,1,1,1,220,1195,113,24,95.0, 
33,33,5,1,5,1,1,2,379,1035,372,184,95.0,    
34,34,2,1,6,0,0,0,216,917,805,745,-1.0,
35,35,3,1,6,1,0,0,216,917,805,706,-1.0,
36,36,4,1,6,1,1,0,216,917,796,54,-1.0,
37,37,5,1,6,1,1,1,216,917,26,54,28.761436,..
38,38,5,1,6,1,1,2,256,921,262,43,0.0,.Doddaba[lpura
39,39,5,1,6,1,1,3,688,921,24,44,0.0,“
40,40,5,1,6,1,1,4,747,921,14,5,0.0,C
41,41,5,1,6,1,1,5,825,921,148,46,49.524837,Wigyapua
