,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,623,1535,-1,
1,2,1,1,0,0,0,22,39,110,20,-1,
2,3,1,1,1,0,0,22,39,110,20,-1,
3,4,1,1,1,1,0,22,39,110,20,-1,
4,5,1,1,1,1,1,22,39,110,20,96,3180301
5,2,1,2,0,0,0,50,67,397,82,-1,
6,3,1,2,1,0,0,50,67,499,82,-1,
7,4,1,2,1,1,0,50,67,397,82,-1,
8,5,1,2,1,1,1,50,67,62,82,0,fr
9,5,1,2,1,1,2,130,67,78,82,1,Shff
10,5,1,2,1,1,3,218,96,8,15,73,:
11,5,1,2,1,1,4,248,67,91,82,0,Leg
12,5,1,2,1,1,5,369,72,78,62,0,Fg
13,2,1,3,0,0,0,28,319,497,155,-1,
14,3,1,3,1,0,0,28,319,497,155,-1,
15,4,1,3,1,1,0,116,319,365,27,-1,
16,5,1,3,1,1,1,116,321,87,24,91,Farmasi
17,5,1,3,1,1,2,223,320,73,24,91,Maluri
18,5,1,3,1,1,3,316,319,165,27,41,$/B(587969-U)
19,4,1,3,1,2,0,103,353,391,25,-1,
20,5,1,3,1,2,1,103,354,38,22,92,GST
21,5,1,3,1,2,2,156,354,34,23,84,NO:
22,5,1,3,1,2,3,209,353,156,23,93,000342237184
23,5,1,3,1,2,4,386,354,108,24,78,(1D:5033)
24,4,1,3,1,3,0,89,386,436,25,-1,
25,5,1,3,1,3,1,89,386,32,25,93,"23,"
26,5,1,3,1,3,2,143,386,38,23,29,Jin
27,5,1,3,1,3,3,196,386,78,24,92,Burung
28,5,1,3,1,3,4,289,386,97,24,92,"Jentayu,"
29,5,1,3,1,3,5,408,386,38,23,87,Tmn
30,5,1,3,1,3,6,462,386,63,23,92,Bukit
31,4,1,3,1,4,0,28,418,438,25,-1,
32,5,1,3,1,4,1,28,418,2,8,17,!
33,5,1,3,1,4,2,142,418,85,25,91,"Maluri,"
34,5,1,3,1,4,3,249,418,84,25,92,"Kepong,"
35,5,1,3,1,4,4,355,418,64,23,93,52100
36,5,1,3,1,4,5,435,418,31,23,92,KL.
37,4,1,3,1,5,0,222,449,144,25,-1,
38,5,1,3,1,5,1,222,450,38,24,92,TAX
39,5,1,3,1,5,2,277,449,89,25,92,INVOICE
40,2,1,4,0,0,0,23,515,542,646,-1,
41,3,1,4,1,0,0,36,515,529,126,-1,
42,4,1,4,1,1,0,36,515,476,27,-1,
43,5,1,4,1,1,1,36,515,90,25,90,Cashier
44,5,1,4,1,1,2,145,520,4,14,93,:
45,5,1,4,1,1,3,169,515,64,27,76,posIN
46,5,1,4,1,1,4,341,515,45,26,57,M/c.
47,5,1,4,1,1,5,390,511,29,38,57,1D
48,5,1,4,1,1,6,438,520,3,14,91,:
49,5,1,4,1,1,7,461,515,51,24,78,POS7
50,4,1,4,1,2,0,36,547,529,28,-1,
51,5,1,4,1,2,1,36,549,90,26,92,Receipt
52,5,1,4,1,2,2,145,553,4,14,93,:
53,5,1,4,1,2,3,168,548,105,24,96,71857936
54,5,1,4,1,2,4,341,547,104,27,96,02/03/18
55,5,1,4,1,2,5,461,548,64,23,93,05:16
56,5,1,4,1,2,6,540,548,25,24,93,PM
57,4,1,4,1,3,0,75,610,472,38,-1,
58,5,1,4,1,3,1,75,610,158,38,91,Descriptian
59,5,1,4,1,3,2,341,614,58,24,92,Disc.
60,5,1,4,1,3,3,447,613,100,25,57,Subtotal
61,3,1,4,2,0,0,23,680,369,26,-1,
62,4,1,4,2,1,0,23,680,369,26,-1,
63,5,1,4,2,1,1,23,681,90,25,57,1061558
64,5,1,4,2,1,2,128,691,12,3,82,-
65,5,1,4,2,1,3,155,681,64,23,81,**BMS
66,5,1,4,2,1,4,234,680,52,24,92,MILK
67,5,1,4,2,1,5,302,680,90,24,93,THISTLE
68,3,1,4,3,0,0,24,713,527,56,-1,
69,4,1,4,3,1,0,24,713,527,24,-1,
70,5,1,4,3,1,1,24,714,19,23,62,1
71,5,1,4,3,1,2,60,713,13,23,91,X
72,5,1,4,3,1,3,90,713,76,24,73,111.30
73,5,1,4,3,1,4,301,713,31,22,96,36.
74,5,1,4,3,1,5,340,713,25,23,93,75
75,5,1,4,3,1,6,460,713,65,23,93,72.35
76,5,1,4,3,1,7,540,713,11,22,70,§
77,4,1,4,3,2,0,35,745,277,24,-1,
78,5,1,4,3,2,1,35,745,78,24,93,910845
79,5,1,4,3,2,2,128,755,12,3,92,-
80,5,1,4,3,2,3,155,745,104,23,92,TRILON-E
81,5,1,4,3,2,4,274,745,38,23,88,CRM
82,3,1,4,4,0,0,28,777,523,255,-1,
83,4,1,4,4,1,0,36,777,515,24,-1,
84,5,1,4,4,1,1,36,777,37,24,93,1X
85,5,1,4,4,1,2,88,777,51,24,95,7.00
86,5,1,4,4,1,3,473,777,51,23,76,7.00
87,5,1,4,4,1,4,539,777,12,23,92,Z
88,4,1,4,4,2,0,34,842,490,25,-1,
89,5,1,4,4,2,1,34,842,65,24,92,TOTAL
90,5,1,4,4,2,2,119,842,126,25,59,(Including
91,5,1,4,4,2,3,260,842,46,25,93,GST)
92,5,1,4,4,2,4,459,836,32,40,76,79.
93,5,1,4,4,2,5,499,842,25,23,95,35
94,4,1,4,4,3,0,35,907,489,25,-1,
95,5,1,4,4,3,1,35,907,104,25,93,ROUNDING
96,5,1,4,4,3,2,473,908,51,23,94,0.00
97,4,1,4,4,4,0,34,936,490,40,-1,
98,5,1,4,4,4,1,34,936,38,40,92,NET
99,5,1,4,4,4,2,459,935,32,39,85,79.
100,5,1,4,4,4,3,499,941,25,23,96,35
101,4,1,4,4,5,0,34,974,490,24,-1,
102,5,1,4,4,5,1,34,975,78,23,93,TENDER
103,5,1,4,4,5,2,447,968,44,39,96,100.
104,5,1,4,4,5,3,499,974,25,22,96,00
105,4,1,4,4,6,0,28,1001,496,40,-1,
106,5,1,4,4,6,1,28,1001,190,40,92,ICHANGE/BALANCE
107,5,1,4,4,6,2,459,1000,31,40,96,20.
108,5,1,4,4,6,3,499,1007,25,22,91,65
109,3,1,4,5,0,0,27,1071,488,90,-1,
110,4,1,4,5,1,0,28,1071,487,31,-1,
111,5,1,4,5,1,1,28,1098,1,4,25,:
112,5,1,4,5,1,2,47,1072,38,23,91,GST
113,5,1,4,5,1,3,100,1072,91,24,90,Summary
114,5,1,4,5,1,4,219,1071,166,25,87,Amt(Excl.Gst)
115,5,1,4,5,1,5,432,1071,83,25,63,Tax(RM)
116,4,1,4,5,2,0,33,1098,477,39,-1,
117,5,1,4,5,2,1,33,1104,39,24,48,ZRL
118,5,1,4,5,2,2,72,1098,46,40,52,@0.
119,5,1,4,5,2,3,122,1098,44,40,52,00%
120,5,1,4,5,2,4,291,1098,60,39,75,17.00
121,5,1,4,5,2,5,459,1103,51,24,96,0.00
122,4,1,4,5,3,0,27,1136,483,25,-1,
123,5,1,4,5,3,1,27,1137,31,24,0,iSR
124,5,1,4,5,3,2,72,1131,33,39,85,@6.
125,5,1,4,5,3,3,113,1137,37,23,96,00%
126,5,1,4,5,3,4,286,1137,31,23,96,68.
127,5,1,4,5,3,5,326,1136,24,23,96,25
128,5,1,4,5,3,6,458,1136,52,24,94,4.10
129,2,1,5,0,0,0,72,1298,451,214,-1,
130,3,1,5,1,0,0,72,1298,451,214,-1,
131,4,1,5,1,1,0,86,1298,437,24,-1,
132,5,1,5,1,1,1,86,1299,65,23,91,GOODS
133,5,1,5,1,1,2,166,1299,51,23,92,SOLD
134,5,1,5,1,1,3,231,1299,39,23,93,ARE
135,5,1,5,1,1,4,285,1298,185,24,92,NON-REFUNDABLE
136,5,1,5,1,1,5,485,1298,38,24,93,BUT
137,4,1,5,1,2,0,86,1330,410,25,-1,
138,5,1,5,1,2,1,86,1331,158,24,92,EXCHANGEABLE
139,5,1,5,1,2,2,259,1330,77,24,92,WITHIN
140,5,1,5,1,2,3,352,1331,11,23,93,7
141,5,1,5,1,2,4,378,1331,52,23,92,DAYS
142,5,1,5,1,2,5,445,1330,51,24,93,WITH
143,4,1,5,1,3,0,139,1362,331,25,-1,
144,5,1,5,1,3,1,139,1363,91,24,93,RECEIPT
145,5,1,5,1,3,2,245,1362,52,24,93,PLUS
146,5,1,5,1,3,3,312,1363,64,22,90,GOODS
147,5,1,5,1,3,4,390,1363,40,23,93,ARE
148,5,1,5,1,3,5,447,1362,23,24,93,IN
149,4,1,5,1,4,0,165,1394,264,26,-1,
150,5,1,5,1,4,1,165,1395,132,25,91,RESALEABLE
151,5,1,5,1,4,2,312,1394,117,24,91,CONDITION
152,4,1,5,1,5,0,98,1426,397,26,-1,
153,5,1,5,1,5,1,98,1428,35,24,90,All
154,5,1,5,1,5,2,153,1428,50,24,92,face
155,5,1,5,1,5,3,219,1427,51,24,93,mask
156,5,1,5,1,5,4,285,1427,11,23,92,&
157,5,1,5,1,5,5,314,1426,128,26,91,injectable
158,5,1,5,1,5,6,458,1433,37,18,93,are
159,4,1,5,1,6,0,72,1459,450,26,-1,
