,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,0,1,1,0,0,0,0,0,0,2484,3509,-1.0,
1,1,2,1,1,0,0,0,111,66,146,26,-1.0,
2,2,3,1,1,1,0,0,111,66,146,26,-1.0,
3,3,4,1,1,1,1,0,111,66,146,26,-1.0,
4,4,5,1,1,1,1,1,111,66,146,26,86.81295,4/24/2019
5,5,2,1,2,0,0,0,139,174,286,69,-1.0,
6,6,3,1,2,1,0,0,139,174,286,69,-1.0,
7,7,4,1,2,1,1,0,139,174,286,69,-1.0,
8,8,5,1,2,1,1,1,139,174,94,69,48.112732,™i
9,9,5,1,2,1,1,2,259,184,166,52,89.166336,Gmail
10,10,2,1,3,0,0,0,1042,66,675,33,-1.0,
11,11,3,1,3,1,0,0,1042,66,675,33,-1.0,
12,12,4,1,3,1,1,0,1042,66,675,33,-1.0,
13,13,5,1,3,1,1,1,1042,66,84,26,91.376289,Gmail
14,14,5,1,3,1,1,2,1139,80,9,3,92.73365,-
15,15,5,1,3,1,1,3,1158,66,68,26,92.73365,Your
16,16,5,1,3,1,1,4,1234,66,127,32,92.918312,Tuesday
17,17,5,1,3,1,1,5,1372,66,138,26,92.386269,afternoon
18,18,5,1,3,1,1,6,1521,66,45,33,93.033707,trip
19,19,5,1,3,1,1,7,1576,66,57,26,92.590179,with
20,20,5,1,3,1,1,8,1647,66,70,26,92.51709,Uber
21,21,2,1,4,0,0,0,1712,199,562,28,-1.0,
22,22,3,1,4,1,0,0,1712,199,562,28,-1.0,
23,23,4,1,4,1,1,0,1712,199,562,28,-1.0,
24,24,5,1,4,1,1,1,1712,200,89,22,91.895821,Sonali
25,25,5,1,4,1,1,2,1814,200,101,22,92.296158,Bendre
26,26,5,1,4,1,1,3,1926,199,348,28,73.675995,ssona.svb@gmail.com>
27,27,2,1,5,0,0,0,141,323,756,40,-1.0,
28,28,3,1,5,1,0,0,141,323,756,40,-1.0,
29,29,4,1,5,1,1,0,141,323,756,40,-1.0,
30,30,5,1,5,1,1,1,141,323,93,32,92.952522,Your
31,31,5,1,5,1,1,2,246,324,168,39,92.122154,Tuesday
32,32,5,1,5,1,1,3,427,324,188,31,92.246346,afternoon
33,33,5,1,5,1,1,4,630,324,65,39,92.722374,trip
34,34,5,1,5,1,1,5,708,324,81,31,91.449547,with
35,35,5,1,5,1,1,6,806,324,91,31,91.449547,Uber
36,36,2,1,6,0,0,0,140,407,537,64,-1.0,
37,37,3,1,6,1,0,0,140,407,537,64,-1.0,
38,38,4,1,6,1,1,0,142,407,535,29,-1.0,
39,39,5,1,6,1,1,1,142,408,66,22,92.990509,Uber
40,40,5,1,6,1,1,2,218,408,124,28,90.501534,Receipts
41,41,5,1,6,1,1,3,351,407,326,26,90.699722,<uber.india@uber.com>
42,42,4,1,6,1,2,0,140,443,344,28,-1.0,
43,43,5,1,6,1,2,1,140,444,42,22,91.610588,To:
44,44,5,1,6,1,2,2,193,443,291,28,91.610588,sona.svb@gmail.com
45,45,2,1,7,0,0,0,615,626,162,57,-1.0,
46,46,3,1,7,1,0,0,615,626,162,57,-1.0,
47,47,4,1,7,1,1,0,615,626,162,57,-1.0,
48,48,5,1,7,1,1,1,615,626,162,57,89.494934,Uber
49,49,2,1,8,0,0,0,615,808,847,75,-1.0,
50,50,3,1,8,1,0,0,615,808,847,75,-1.0,
51,51,4,1,8,1,1,0,615,808,847,75,-1.0,
52,52,5,1,8,1,1,1,615,808,255,60,91.647743,Thanks
53,53,5,1,8,1,1,2,896,808,91,60,92.637947,for
54,54,5,1,8,1,1,3,1015,808,203,75,90.781784,"riding,"
55,55,5,1,8,1,1,4,1251,808,211,60,92.044731,Sonali
56,56,2,1,9,0,0,0,615,925,632,44,-1.0,
57,57,3,1,9,1,0,0,615,925,632,44,-1.0,
58,58,4,1,9,1,1,0,615,925,632,44,-1.0,
59,59,5,1,9,1,1,1,615,925,67,35,92.219704,We
60,60,5,1,9,1,1,2,699,925,97,44,90.686432,hope
61,61,5,1,9,1,1,3,811,934,70,35,91.910797,you
62,62,5,1,9,1,1,4,899,925,156,44,92.437363,enjoyed
63,63,5,1,9,1,1,5,1071,934,88,35,92.492737,your
64,64,5,1,9,1,1,6,1175,925,72,35,91.648041,ride
65,65,2,1,10,0,0,0,614,987,287,35,-1.0,
66,66,3,1,10,1,0,0,614,987,287,35,-1.0,
67,67,4,1,10,1,1,0,614,987,287,35,-1.0,
68,68,5,1,10,1,1,1,614,987,70,35,91.81572,this
69,69,5,1,10,1,1,2,700,987,201,35,91.81572,afternoon.
70,70,2,1,11,0,0,0,616,1245,209,77,-1.0,
71,71,3,1,11,1,0,0,616,1245,209,77,-1.0,
72,72,4,1,11,1,1,0,616,1245,209,77,-1.0,
73,73,5,1,11,1,1,1,616,1245,209,77,92.64344,Total
74,74,2,1,12,0,0,0,615,1490,150,36,-1.0,
75,75,3,1,12,1,0,0,615,1490,150,36,-1.0,
76,76,4,1,12,1,1,0,615,1490,150,36,-1.0,
77,77,5,1,12,1,1,1,615,1490,62,36,92.934364,Trip
78,78,5,1,12,1,1,2,692,1490,73,29,92.615265,Fare
79,79,2,1,13,0,0,0,615,1653,167,99,-1.0,
80,80,3,1,13,1,0,0,615,1653,167,99,-1.0,
81,81,4,1,13,1,1,0,616,1653,133,29,-1.0,
82,82,5,1,13,1,1,1,616,1653,133,29,88.82843,Subtotal
83,83,4,1,13,1,2,0,615,1723,167,29,-1.0,
84,84,5,1,13,1,2,1,615,1723,74,29,92.490952,Wait
85,85,5,1,13,1,2,2,701,1723,81,29,92.822197,Time
86,86,2,1,14,0,0,0,616,1882,226,122,-1.0,
87,87,3,1,14,1,0,0,616,1882,226,122,-1.0,
88,88,4,1,14,1,1,0,624,1882,218,29,-1.0,
89,89,5,1,14,1,1,1,624,1882,106,29,92.878281,Before
90,90,5,1,14,1,1,2,743,1882,99,29,92.550079,Taxes
91,91,4,1,14,1,2,0,616,1968,220,36,-1.0,
92,92,5,1,14,1,2,1,616,1968,101,29,92.080177,CGST
93,93,5,1,14,1,2,2,731,1968,105,36,96.544296,(2.5%)
94,94,2,1,15,0,0,0,616,2055,356,36,-1.0,
95,95,3,1,15,1,0,0,616,2055,356,36,-1.0,
96,96,4,1,15,1,1,0,616,2055,356,36,-1.0,
97,97,5,1,15,1,1,1,616,2055,237,29,92.19632,SGST/UTGST
98,98,5,1,15,1,1,2,866,2055,106,36,96.987549,(2.5%)
99,99,2,1,16,0,0,0,615,2268,281,36,-1.0,
100,100,3,1,16,1,0,0,615,2268,281,36,-1.0,
101,101,4,1,16,1,1,0,615,2268,281,36,-1.0,
102,102,5,1,16,1,1,1,615,2268,128,29,91.772919,Amount
103,103,5,1,16,1,1,2,756,2268,140,36,90.601875,Charged
104,104,2,1,17,0,0,0,615,2358,451,55,-1.0,
105,105,3,1,17,1,0,0,615,2358,451,55,-1.0,
106,106,4,1,17,1,1,0,615,2358,451,55,-1.0,
107,107,5,1,17,1,1,1,615,2358,75,55,34.2145,=
108,108,5,1,17,1,1,2,746,2368,70,29,92.38752,Paid
109,109,5,1,17,1,1,3,831,2368,25,28,91.388062,in
110,110,5,1,17,1,1,4,870,2368,75,29,93.010429,cash
111,111,5,1,17,1,1,5,960,2368,106,29,92.303947,Switch
112,112,2,1,18,0,0,0,1948,408,396,28,-1.0,
113,113,3,1,18,1,0,0,1948,408,396,28,-1.0,
114,114,4,1,18,1,1,0,1948,408,396,28,-1.0,
115,115,5,1,18,1,1,1,1948,408,58,25,92.233002,"Tue,"
116,116,5,1,18,1,1,2,2017,408,47,28,93.247932,Apr
117,117,5,1,18,1,1,3,2073,408,40,26,96.835915,"23,"
118,118,5,1,18,1,1,4,2124,408,66,22,93.304909,2019
119,119,5,1,18,1,1,5,2201,409,23,21,93.234703,at
120,120,5,1,18,1,1,6,2236,408,52,22,93.300461,6:21
121,121,5,1,18,1,1,7,2302,408,42,21,92.397972,PM
122,122,2,1,19,0,0,0,1645,625,227,69,-1.0,
123,123,3,1,19,1,0,0,1645,625,227,69,-1.0,
124,124,4,1,19,1,1,0,1691,625,181,21,-1.0,
125,125,5,1,19,1,1,1,1691,625,69,20,93.010162,Total:
126,126,5,1,19,1,1,2,1771,625,101,21,92.33902,₹674.25
127,127,4,1,19,1,2,0,1645,668,225,26,-1.0,
128,128,5,1,19,1,2,1,1645,668,54,24,92.761269,"Tue,"
129,129,5,1,19,1,2,2,1709,668,44,26,91.652046,Apr
130,130,5,1,19,1,2,3,1762,668,36,24,95.991379,"23,"
131,131,5,1,19,1,2,4,1809,668,61,21,96.377487,2019
132,132,2,1,20,0,0,0,1530,880,346,252,-1.0,
