,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,928,1738,-1,
1,2,1,1,0,0,0,26,0,892,3,-1,
2,3,1,1,1,0,0,26,0,892,3,-1,
3,4,1,1,1,1,0,26,0,892,3,-1,
4,5,1,1,1,1,1,26,0,892,3,95, 
5,2,1,2,0,0,0,120,268,576,250,-1,
6,3,1,2,1,0,0,120,268,576,250,-1,
7,4,1,2,1,1,0,244,268,316,34,-1,
8,5,1,2,1,1,1,244,269,139,33,93,RESTORAN
9,5,1,2,1,1,2,403,268,51,34,93,WAN
10,5,1,2,1,1,3,473,269,87,33,92,SHENG
11,4,1,2,1,2,0,297,312,192,32,-1,
12,5,1,2,1,2,1,297,312,192,32,1,002043319
13,4,1,2,1,3,0,157,352,486,40,-1,
14,5,1,2,1,3,1,157,353,80,36,93,"No.2,"
15,5,1,2,1,3,2,261,352,87,35,90,Jalan
16,5,1,2,1,3,3,368,354,174,38,92,Temenggung
17,5,1,2,1,3,4,565,353,78,38,96,"19/9,"
18,4,1,2,1,4,0,120,394,576,41,-1,
19,5,1,2,1,4,1,120,394,122,39,84,Seksyen
20,5,1,2,1,4,2,261,397,29,36,93,"9,"
21,5,1,2,1,4,3,315,395,103,36,91,Bandar
22,5,1,2,1,4,4,438,395,121,36,92,Mahkota
23,5,1,2,1,4,5,579,396,117,39,93,"Cheras,"
24,4,1,2,1,5,0,208,438,386,40,-1,
25,5,1,2,1,5,1,208,440,87,33,93,43200
26,5,1,2,1,5,2,315,439,117,39,89,"Cheras,"
27,5,1,2,1,5,3,456,438,138,39,74,Selangor
28,4,1,2,1,6,0,191,483,421,35,-1,
29,5,1,2,1,6,1,191,483,51,33,79,GST
30,5,1,2,1,6,2,261,483,51,33,92,REG
31,5,1,2,1,6,3,334,483,44,33,88,NO:
32,5,1,2,1,6,4,403,483,209,35,87,001335787520
33,2,1,3,0,0,0,190,567,384,35,-1,
34,3,1,3,1,0,0,190,567,384,35,-1,
35,4,1,3,1,1,0,190,567,384,35,-1,
36,5,1,3,1,1,1,190,567,101,34,90,Tax
37,5,1,3,1,1,2,336,567,238,35,87,Invoice
38,2,1,4,0,0,0,49,652,580,79,-1,
39,3,1,4,1,0,0,49,652,580,79,-1,
40,4,1,4,1,1,0,52,652,577,36,-1,
41,5,1,4,1,1,1,52,652,48,34,92,INV
42,5,1,4,1,1,2,121,654,63,33,83,No.:
43,5,1,4,1,1,3,211,653,119,34,87,1207108
44,5,1,4,1,1,4,367,653,135,35,91,Cashier:
45,5,1,4,1,1,5,528,653,101,35,92,Nicole
46,4,1,4,1,2,0,49,696,491,35,-1,
47,5,1,4,1,2,1,49,696,69,32,91,Date
48,5,1,4,1,2,2,178,704,6,24,87,:
49,5,1,4,1,2,3,208,696,174,34,94,23-06-2018
50,5,1,4,1,2,4,405,696,135,35,96,17:31:54
51,2,1,5,0,0,0,49,780,703,38,-1,
52,3,1,5,1,0,0,49,780,703,38,-1,
53,4,1,5,1,1,0,49,780,703,38,-1,
54,5,1,5,1,1,1,49,780,191,38,91,Description
55,5,1,5,1,1,2,313,781,51,37,15,@@Qty
56,5,1,5,1,1,3,437,781,121,37,91,U.price
57,5,1,5,1,1,4,596,780,80,35,92,Total
