,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,0,1,1,0,0,0,0,0,0,3125,4421,-1.0,
1,1,2,1,1,0,0,0,346,242,222,80,-1.0,
2,2,3,1,1,1,0,0,346,242,222,80,-1.0,
3,3,4,1,1,1,1,0,346,242,222,80,-1.0,
4,4,5,1,1,1,1,1,346,242,222,80,29.122917,Uber
5,5,2,1,2,0,0,0,357,476,1390,71,-1.0,
6,6,3,1,2,1,0,0,357,476,1390,71,-1.0,
7,7,4,1,2,1,1,0,357,476,1390,71,-1.0,
8,8,5,1,2,1,1,1,357,476,208,56,91.968323,Here's
9,9,5,1,2,1,1,2,589,491,148,56,92.382622,your
10,10,5,1,2,1,1,3,761,476,222,70,92.427795,receipt
11,11,5,1,2,1,1,4,1003,476,89,56,92.427795,for
12,12,5,1,2,1,1,5,1112,491,148,56,91.897255,your
13,13,5,1,2,1,1,6,1284,476,136,66,91.44043,"ride,"
14,14,5,1,2,1,1,7,1455,476,292,56,91.426186,Bhavana
15,15,2,1,3,0,0,0,351,629,748,36,-1.0,
16,16,3,1,3,1,0,0,351,629,748,36,-1.0,
17,17,4,1,3,1,1,0,351,629,748,36,-1.0,
18,18,5,1,3,1,1,1,351,629,56,29,92.862854,We
19,19,5,1,3,1,1,2,419,629,82,36,93.124199,hope
20,20,5,1,3,1,1,3,511,636,60,29,92.447815,you
21,21,5,1,3,1,1,4,583,629,131,36,91.288445,enjoyed
22,22,5,1,3,1,1,5,725,636,76,29,92.732529,your
23,23,5,1,3,1,1,6,811,629,60,29,92.109619,ride
24,24,5,1,3,1,1,7,885,629,57,29,92.764763,this
25,25,5,1,3,1,1,8,955,629,144,36,92.313393,morning.
26,26,2,1,4,0,0,0,351,802,183,250,-1.0,
27,27,3,1,4,1,0,0,351,802,183,250,-1.0,
28,28,4,1,4,1,1,0,352,802,122,42,-1.0,
29,29,5,1,4,1,1,1,352,802,122,42,91.812866,Total
30,30,4,1,4,1,2,0,351,1017,183,35,-1.0,
31,31,5,1,4,1,2,1,351,1017,62,35,91.830521,Trip
32,32,5,1,4,1,2,2,422,1017,112,35,92.121674,charge
33,33,2,1,5,0,0,0,352,1212,157,105,-1.0,
34,34,3,1,5,1,0,0,352,1212,157,105,-1.0,
35,35,4,1,5,1,1,0,352,1212,138,29,-1.0,
36,36,5,1,5,1,1,1,352,1212,138,29,92.915253,Subtotal
37,37,4,1,5,1,2,0,354,1281,155,36,-1.0,
38,38,5,1,5,1,2,1,354,1281,155,36,92.067085,Rounding
39,39,2,1,6,0,0,0,355,1615,247,53,-1.0,
40,40,3,1,6,1,0,0,355,1615,247,53,-1.0,
41,41,4,1,6,1,1,0,355,1615,247,53,-1.0,
42,42,5,1,6,1,1,1,355,1615,247,53,92.756203,Payments
43,43,2,1,7,0,0,0,349,1736,515,112,-1.0,
44,44,3,1,7,1,0,0,349,1736,515,112,-1.0,
45,45,4,1,7,1,1,0,349,1736,276,69,-1.0,
46,46,5,1,7,1,1,1,349,1736,97,69,9.960289,[9
47,47,5,1,7,1,1,2,526,1738,99,33,91.811089,Cash
48,48,4,1,7,1,2,0,360,1791,504,57,-1.0,
49,49,5,1,7,1,2,1,360,1791,85,15,26.776779,"""=~"
50,50,5,1,7,1,2,2,528,1806,164,34,42.059692,10/10/23
51,51,5,1,7,1,2,3,708,1807,82,32,89.696533,2:44
52,52,5,1,7,1,2,4,808,1815,56,33,93.001167,pm
53,53,2,1,8,0,0,0,527,1883,205,33,-1.0,
54,54,3,1,8,1,0,0,350,1879,382,71,-1.0,
55,55,4,1,8,1,1,0,527,1883,205,33,-1.0,
56,56,5,1,8,1,1,1,527,1883,94,33,92.678246,Uber
57,57,5,1,8,1,1,2,634,1883,98,33,92.898483,Cash
58,58,2,1,9,0,0,0,346,1983,1263,107,-1.0,
59,59,3,1,9,1,0,0,346,1983,1263,107,-1.0,
60,60,4,1,9,1,1,0,528,1983,336,42,-1.0,
61,61,5,1,9,1,1,1,528,1983,164,34,95.824539,10/10/23
62,62,5,1,9,1,1,2,708,1984,82,32,93.305031,2:44
63,63,5,1,9,1,1,3,808,1992,56,33,93.266312,pm
64,64,4,1,9,1,2,0,346,2054,1263,36,-1.0,
65,65,5,1,9,1,2,1,346,2054,298,36,39.287815,VMisitthe
66,66,5,1,9,1,2,2,492,2050,60,45,91.686707,trip
67,67,5,1,9,1,2,3,567,2050,72,45,92.650269,page
68,68,5,1,9,1,2,4,653,2054,44,29,92.473183,for
69,69,5,1,9,1,2,5,711,2061,84,22,92.019936,more
70,70,5,1,9,1,2,6,807,2054,195,34,92.089478,"information,"
71,71,5,1,9,1,2,7,1015,2054,147,36,92.152557,including
72,72,5,1,9,1,2,8,1175,2054,135,29,92.218781,invoices
73,73,5,1,9,1,2,9,1323,2054,113,36,89.873856,(where
74,74,5,1,9,1,2,10,1447,2054,162,36,92.182449,available)
75,75,2,1,10,0,0,0,352,2180,860,29,-1.0,
76,76,3,1,10,1,0,0,352,2180,860,29,-1.0,
77,77,4,1,10,1,1,0,352,2180,860,29,-1.0,
78,78,5,1,10,1,1,1,352,2180,64,29,92.921883,The
79,79,5,1,10,1,1,2,427,2180,69,29,92.29567,total
80,80,5,1,10,1,1,3,509,2180,32,29,91.772636,of
81,81,5,1,10,1,1,4,552,2180,135,29,92.183426,₹541.50
82,82,5,1,10,1,1,5,702,2180,57,29,92.453964,has
83,83,5,1,10,1,1,6,782,2187,9,22,90.776878,a
84,84,5,1,10,1,1,7,804,2180,76,29,92.219185,GST
85,85,5,1,10,1,1,8,892,2180,32,29,93.272461,of
86,86,5,1,10,1,1,9,935,2180,118,29,92.234413,₹38.39
87,87,5,1,10,1,1,10,1063,2180,149,29,92.012863,included.
88,88,2,1,11,0,0,0,351,2427,473,90,-1.0,
89,89,3,1,11,1,0,0,351,2427,473,90,-1.0,
90,90,4,1,11,1,1,0,351,2427,473,35,-1.0,
91,91,5,1,11,1,1,1,351,2427,64,28,92.655586,You
92,92,5,1,11,1,1,2,426,2427,77,28,93.126663,rode
93,93,5,1,11,1,1,3,511,2427,64,27,91.817818,with
94,94,5,1,11,1,1,4,586,2427,238,35,88.675865,Neebkantaiyya
95,95,4,1,11,1,2,0,353,2493,390,24,-1.0,
96,96,5,1,11,1,2,1,353,2493,105,24,92.788803,License
97,97,5,1,11,1,2,2,470,2493,76,24,92.77877,Plate:
98,98,5,1,11,1,2,3,559,2493,184,24,84.701096,KAOSAF2854
99,99,2,1,12,0,0,0,353,2602,540,74,-1.0,
100,100,3,1,12,1,0,0,353,2602,540,74,-1.0,
101,101,4,1,12,1,1,0,354,2602,539,36,-1.0,
102,102,5,1,12,1,1,1,354,2602,138,29,92.87426,UberGo
103,103,5,1,12,1,1,2,545,2602,94,29,59.905697,26.13
104,104,5,1,12,1,1,3,652,2602,171,29,92.772591,kilometres
105,105,5,1,12,1,1,4,836,2602,4,36,92.88723,|
106,106,5,1,12,1,1,5,853,2602,40,29,96.974808,59
107,107,4,1,12,1,2,0,353,2640,103,36,-1.0,
108,108,5,1,12,1,2,1,353,2640,103,36,91.865135,min(s)
109,109,2,1,13,0,0,0,346,2725,2138,137,-1.0,
110,110,3,1,13,1,0,0,346,2725,2138,137,-1.0,
111,111,4,1,13,1,1,0,346,2725,2138,137,-1.0,
112,112,5,1,13,1,1,1,346,2730,28,132,0.0,]
113,113,5,1,13,1,1,2,487,2725,67,29,93.30397,1:43
114,114,5,1,13,1,1,3,570,2732,48,29,92.509903,pm
115,115,5,1,13,1,1,4,631,2725,3,36,93.122147,|
116,116,5,1,13,1,1,5,650,2725,50,34,93.250137,"24,"
117,117,5,1,13,1,1,6,730,2725,5,28,91.85276,B
118,118,5,1,13,1,1,7,748,2725,349,36,91.85276,Narayanaswamappa
119,119,5,1,13,1,1,8,1110,2725,54,34,92.342125,"Rd,"
120,120,5,1,13,1,1,9,1177,2725,118,29,91.934875,Gokula
121,121,5,1,13,1,1,10,1309,2725,48,29,93.290764,1st
122,122,5,1,13,1,1,11,1366,2725,107,36,92.55735,"Stage,"
123,123,5,1,13,1,1,12,1486,2725,56,29,91.90583,LIC
124,124,5,1,13,1,1,13,1554,2725,125,36,92.106956,"Colony,"
125,125,5,1,13,1,1,14,1693,2725,173,34,90.796715,"Mathikere,"
126,126,5,1,13,1,1,15,1880,2725,180,36,91.193466,"Bengaluru,"
127,127,5,1,13,1,1,16,2074,2725,171,29,92.684822,Karnataka
128,128,5,1,13,1,1,17,2256,2725,136,34,93.304306,"560022,"
129,129,5,1,13,1,1,18,2406,2725,78,29,93.277229,India
130,130,2,1,14,0,0,0,484,2825,1954,36,-1.0,
131,131,3,1,14,1,0,0,484,2825,1954,36,-1.0,
132,132,4,1,14,1,1,0,484,2825,1954,36,-1.0,
133,133,5,1,14,1,1,1,484,2825,70,29,93.305885,2:43
134,134,5,1,14,1,1,2,570,2825,63,36,59.575989,pm|
135,135,5,1,14,1,1,3,651,2825,171,36,92.254471,Salarpuria
136,136,5,1,14,1,1,4,833,2825,106,29,92.250572,Sattva
137,137,5,1,14,1,1,5,951,2825,176,34,91.523888,"Eminence,"
138,138,5,1,14,1,1,6,1140,2825,307,34,89.365654,"Kadubeesanahalli,"
139,139,5,1,14,1,1,7,1460,2825,181,36,91.87104,"Bengaluru,"
140,140,5,1,14,1,1,8,1665,2821,149,45,91.956673,Bellandur
141,141,5,1,14,1,1,9,1841,2825,171,34,92.09639,"Amanikere,"
142,142,5,1,14,1,1,10,2024,2825,172,29,92.09639,Karnataka
143,143,5,1,14,1,1,11,2206,2825,136,34,93.305611,"560103,"
144,144,5,1,14,1,1,12,2359,2825,79,29,92.499352,India
145,145,2,1,15,0,0,0,354,2999,1824,36,-1.0,
146,146,3,1,15,1,0,0,354,2999,1824,36,-1.0,
147,147,4,1,15,1,1,0,354,2999,1824,36,-1.0,
148,148,5,1,15,1,1,1,354,2999,94,29,92.541428,Fares
149,149,5,1,15,1,1,2,460,3006,53,22,92.937386,are
150,150,5,1,15,1,1,3,525,2999,144,29,91.573135,inclusive
151,151,5,1,15,1,1,4,681,2999,32,29,92.791351,of
152,152,5,1,15,1,1,5,722,2999,85,29,92.551369,GST.
153,153,5,1,15,1,1,6,821,2999,114,29,91.033936,Please
154,154,5,1,15,1,1,7,947,2999,161,29,92.570984,download
155,155,5,1,15,1,1,8,1120,2999,52,29,92.54081,the
156,156,5,1,15,1,1,9,1182,3000,51,28,92.465088,tax
157,157,5,1,15,1,1,10,1244,2999,117,29,92.465088,invoice
158,158,5,1,15,1,1,11,1371,2999,74,29,93.135635,from
159,159,5,1,15,1,1,12,1456,2999,52,29,93.2976,the
160,160,5,1,15,1,1,13,1519,2999,50,36,92.8461,trip
161,161,5,1,15,1,1,14,1581,2999,89,29,93.279114,detail
162,162,5,1,15,1,1,15,1683,3006,82,29,93.236771,page
163,163,5,1,15,1,1,16,1775,2999,46,29,91.266106,for
164,164,5,1,15,1,1,17,1830,3006,19,22,91.266106,a
165,165,5,1,15,1,1,18,1863,2999,47,29,92.765343,full
166,166,5,1,15,1,1,19,1921,3000,51,28,92.765343,tax
167,167,5,1,15,1,1,20,1984,2999,194,29,92.033699,breakdown.
168,168,2,1,16,0,0,0,2483,279,290,34,-1.0,
169,169,3,1,16,1,0,0,2483,279,290,34,-1.0,
170,170,4,1,16,1,1,0,2483,279,290,34,-1.0,
171,171,5,1,16,1,1,1,2483,279,132,29,91.921112,October
172,172,5,1,16,1,1,2,2630,279,46,34,96.821899,"10,"
173,173,5,1,16,1,1,3,2692,279,81,29,96.832764,2023
174,174,2,1,17,0,0,0,2570,801,205,43,-1.0,
175,175,3,1,17,1,0,0,2570,801,205,43,-1.0,
176,176,4,1,17,1,1,0,2570,801,205,43,-1.0,
177,177,5,1,17,1,1,1,2570,801,205,43,92.349266,₹541.50
178,178,2,1,18,0,0,0,2650,1016,125,29,-1.0,
179,179,3,1,18,1,0,0,2650,1016,125,29,-1.0,
180,180,4,1,18,1,1,0,2650,1016,125,29,-1.0,
181,181,5,1,18,1,1,1,2650,1016,125,29,91.914238,₹54152
182,182,2,1,19,0,0,0,2638,1212,138,98,-1.0,
183,183,3,1,19,1,0,0,2638,1212,138,98,-1.0,
184,184,4,1,19,1,1,0,2638,1212,138,29,-1.0,
185,185,5,1,19,1,1,1,2638,1212,138,29,91.651161,₹541.52
