,Unnamed: 0,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,0,1,1,0,0,0,0,0,0,2550,3300,-1.0,
1,1,2,1,1,0,0,0,1793,168,464,67,-1.0,
2,2,3,1,1,1,0,0,1793,168,464,67,-1.0,
3,3,4,1,1,1,1,0,1793,168,463,25,-1.0,
4,4,5,1,1,1,1,1,1793,168,65,25,93.218765,OLA
5,5,5,1,1,1,1,2,1871,168,133,25,92.196182,INVOICE
6,6,5,1,1,1,1,3,2021,168,235,25,90.303825,NO.17463294
7,7,4,1,1,1,2,0,2052,207,205,28,-1.0,
8,8,5,1,1,1,2,1,2052,207,36,25,93.288002,26
9,9,5,1,1,1,2,2,2101,207,68,28,91.780319,"Nov,"
10,10,5,1,1,1,2,3,2183,207,74,25,96.314865,2014
11,11,2,1,2,0,0,0,290,116,377,160,-1.0,
12,12,3,1,2,1,0,0,290,116,377,160,-1.0,
13,13,4,1,2,1,1,0,290,116,377,160,-1.0,
14,14,5,1,2,1,1,1,290,116,377,160,95.0, 
15,15,2,1,3,0,0,0,1102,353,346,53,-1.0,
16,16,3,1,3,1,0,0,1102,353,346,53,-1.0,
17,17,4,1,3,1,1,0,1102,353,346,53,-1.0,
18,18,5,1,3,1,1,1,1098,349,137,69,17.162445,OA
19,19,5,1,3,1,1,2,1270,349,179,69,0.0,Anami
20,20,2,1,4,0,0,0,1058,422,424,40,-1.0,
21,21,3,1,4,1,0,0,1058,422,424,40,-1.0,
22,22,4,1,4,1,1,0,1058,422,424,40,-1.0,
23,23,5,1,4,1,1,1,1058,422,424,40,0.0,hanksifogusingloPAGABS]
24,24,2,1,5,0,0,0,221,303,2108,217,-1.0,
25,25,3,1,5,1,0,0,221,303,2108,217,-1.0,
26,26,4,1,5,1,1,0,221,303,2108,217,-1.0,
27,27,5,1,5,1,1,1,221,303,2108,217,95.0, 
28,28,2,1,6,0,0,0,514,611,101,7,-1.0,
29,29,3,1,6,1,0,0,514,611,101,7,-1.0,
30,30,4,1,6,1,1,0,514,611,101,7,-1.0,
31,31,5,1,6,1,1,1,514,611,101,7,95.0, 
32,32,2,1,7,0,0,0,289,598,1531,132,-1.0,
33,33,3,1,7,1,0,0,289,598,1531,132,-1.0,
34,34,4,1,7,1,1,0,289,598,485,58,-1.0,
35,35,5,1,7,1,1,1,289,598,31,46,3.64724,r~
36,36,5,1,7,1,1,2,317,600,67,50,0.0,N
37,37,5,1,7,1,1,3,437,611,77,35,0.0,[er
38,38,5,1,7,1,1,4,603,611,72,24,0.0,AE
39,39,5,1,7,1,1,5,678,606,96,50,0.0,RARTTS
40,40,4,1,7,1,2,0,568,628,152,23,-1.0,
41,41,5,1,7,1,2,1,566,617,80,34,0.0,Sigh
42,42,5,1,7,1,2,2,653,628,5,5,0.0,{
43,43,5,1,7,1,2,3,667,628,53,27,0.0,WOHR'
44,44,4,1,7,1,3,0,292,624,630,56,-1.0,
45,45,5,1,7,1,3,1,292,642,59,17,0.0,janapU’
46,46,5,1,7,1,3,2,420,635,65,37,0.0,MUpIL
47,47,5,1,7,1,3,3,497,631,37,46,0.0,WesT
48,48,5,1,7,1,3,4,549,624,17,48,2.390755,A
49,49,5,1,7,1,3,5,575,654,53,16,0.0,agn
50,50,5,1,7,1,3,6,651,639,12,24,31.327721,N
51,51,5,1,7,1,3,7,700,673,2,2,0.0,\;.
52,52,5,1,7,1,3,8,722,658,74,17,0.0,ouesue
53,53,5,1,7,1,3,9,917,667,5,13,23.783234,:
54,54,4,1,7,1,4,0,422,672,1398,57,-1.0,
55,55,5,1,7,1,4,1,422,661,510,68,0.0,T2
56,56,5,1,7,1,4,2,1369,672,182,39,92.818893,TOTAL
57,57,5,1,7,1,4,3,1571,672,249,39,92.460625,AMOUNT
58,58,4,1,7,1,5,0,597,711,326,19,-1.0,
59,59,5,1,7,1,5,1,597,714,51,15,90.058128,HEBBAL
60,60,5,1,7,1,5,2,720,715,23,15,1.418648,“1
61,61,5,1,7,1,5,3,835,722,4,6,0.0,.
62,62,5,1,7,1,5,4,848,711,75,26,0.0,MigLaraut
63,63,2,1,8,0,0,0,446,716,300,45,-1.0,
64,64,3,1,8,1,0,0,462,719,275,37,-1.0,
65,65,4,1,8,1,1,0,677,719,24,13,-1.0,
66,66,5,1,8,1,1,1,677,719,7,13,8.565361,A
67,67,4,1,8,1,2,0,446,716,300,45,-1.0,
68,68,5,1,8,1,2,1,446,716,8,32,0.0,.
69,69,5,1,8,1,2,2,468,718,106,43,0.0,Wsiiypun
