,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,748,1397,-1,
1,2,1,1,0,0,0,141,101,14,25,-1,
2,3,1,1,1,0,0,141,101,14,25,-1,
3,4,1,1,1,1,0,141,101,14,25,-1,
4,5,1,1,1,1,1,141,101,14,25,21,-“\
5,2,1,2,0,0,0,141,283,437,281,-1,
6,3,1,2,1,0,0,141,283,437,281,-1,
7,4,1,2,1,1,0,141,283,414,36,-1,
8,5,1,2,1,1,1,141,292,27,27,90,99
9,5,1,2,1,1,2,185,290,74,29,32,SFEED
10,5,1,2,1,1,3,276,289,57,28,0,HART
11,5,1,2,1,1,4,350,288,43,28,93,5/8
12,5,1,2,1,1,5,414,283,141,31,78,(519537-X)
13,4,1,2,1,2,0,159,325,398,36,-1,
14,5,1,2,1,2,1,159,329,42,27,72,LOT
15,5,1,2,1,2,2,219,329,53,27,61,"P,T,"
16,5,1,2,1,2,3,294,328,67,33,49,"7911,"
17,5,1,2,1,2,4,382,326,73,27,79,JALAN
18,5,1,2,1,2,5,473,325,84,33,79,"ANGSA,"
19,4,1,2,1,3,0,250,368,206,28,-1,
20,5,1,2,1,3,1,250,369,71,27,87,TAHAN
21,5,1,2,1,3,2,340,368,116,27,58,BERKELEY
22,4,1,2,1,4,0,201,404,318,40,-1,
23,5,1,2,1,4,1,201,404,78,34,69,‘$1150
24,5,1,2,1,4,2,295,411,83,33,90,"KLANG,"
25,5,1,2,1,4,3,401,410,118,27,89,SELANGOR
26,4,1,2,1,5,0,193,452,325,28,-1,
27,5,1,2,1,5,1,193,453,115,27,48,1237-THH
28,5,1,2,1,5,2,327,452,71,28,82,INDAH
29,5,1,2,1,5,3,415,452,103,27,63,PERDANA
30,4,1,2,1,6,0,177,493,372,29,-1,
31,5,1,2,1,6,1,177,493,42,28,70,65T
32,5,1,2,1,6,2,239,495,36,27,72,1D.
33,5,1,2,1,6,3,296,495,28,26,23,HO
34,5,1,2,1,6,4,342,503,7,19,40,5
35,5,1,2,1,6,5,370,494,179,28,73,000181747712
36,4,1,2,1,7,0,164,536,414,28,-1,
37,5,1,2,1,7,1,164,536,102,27,59,INVOICE
38,5,1,2,1,7,2,282,537,28,27,68,ND
39,5,1,2,1,7,3,327,544,7,20,92,:
40,5,1,2,1,7,4,357,537,221,27,47,19388/103/70126
41,2,1,3,0,0,0,63,620,607,365,-1,
42,3,1,3,1,0,0,63,620,607,365,-1,
43,4,1,3,1,1,0,75,620,595,28,-1,
44,5,1,3,1,1,1,75,620,38,26,66,05:
45,5,1,3,1,1,2,119,620,43,27,0,23P
46,5,1,3,1,1,3,327,621,88,26,60,568268
47,5,1,3,1,1,4,551,621,119,27,89,05-15-18
48,4,1,3,1,2,0,75,704,594,28,-1,
49,5,1,3,1,2,1,75,704,57,27,90,0715
50,5,1,3,1,2,2,149,704,72,26,74,KNORR
51,5,1,3,1,2,3,239,704,102,27,83,CHICKEN
52,5,1,3,1,2,4,357,705,73,26,63,STOCK
53,5,1,3,1,2,5,448,705,42,41,64,1k
